"Data Source","World Development Indicators",

"Last Updated Date","2021-12-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Sint Maarten (Dutch part)","SXM","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024000","1022000","1325000","1339000","1061000","1300000","1271000","1436000","1600000","1823000","1956000","1890000","1891000","1821000","1655000","1956000","2080000","2210000","2253000","2502000","2407000","2197000","1640000","1775000","1952000","",
"Seychelles","SYC","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","127000","142000","136000","134000","130000","140000","138000","135000","127000","126000","135000","151000","171000","173000","178000","191000","210000","216000","237000","239000","296000","333000","382000","405000","428000","",
"Syrian Arab Republic","SYR","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2253000","2435000","2332000","2464000","2682000","3412000","3671000","4678000","4837000","6334000","5859000","5682000","5434000","6951000","7721000","10970000","6476000","","","","","1043000","1291000","1802000","2424000","",
"Turks and Caicos Islands","TCA","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","757000","865000","899000","1010000","968000","1069000","1330000","1316000","1296000","1243000","1463000","1599000","",
"Chad","TCD","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19000","20000","27000","41000","46000","43000","57000","32000","21000","26000","29000","46000","77000","61000","70000","71000","77000","86000","97000","119000","120000","98000","87000","","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69854332.2014482","76267080.2771737","82318011.7611762","87402944.2069953","100508510.419889","115003793.581311","123940020.896879","134844538.33094","124199857.219005","150910330.439644","163957303.073985","172623034.793296","186126580.068681","186642141.498151","184116694.792547","197696683.615439","205579341.494662","209241254.207409","214707691.911048","216910068.264192","229647313.022813","243210273.65424","263902389.631473","277746440.562292","289303382.62936","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","141452639.382311","156351361.543109","173871471.924679","169992303.338387","174008092.90692","184862369.943709","166844138.820074","163549726.425136","169868970.518913","192195338.956464","204414781.825068","210109526.341575","233602508.81028","236606005.962851","217957081.606935","227815284.308232","244613637.334893","258162825.8817","273230051.698476","267358702.808583","278093946.312742","273990187.585216","294363738.789145","314522981.238698","331270663.506501","",
"Togo","TGO","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53000","58000","92000","69000","70000","60000","57000","58000","61000","83000","81000","94000","86000","74000","150000","202000","300000","235000","327000","282000","273000","338000","514000","573000","876000","",
"Thailand","THA","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6952000","7244000","7294000","7843000","8651000","9579000","10133000","10873000","10082000","11737000","11567000","13822000","14464000","14584000","14150000","15936000","19230000","22354000","26547000","24810000","29923000","32530000","35592000","38178000","39916000","",
"Tajikistan","TJK","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","699.999988079071","2099.99990463257","3200.00004768372","4500","7699.99980926514","5199.99980926514","","","","","","","325000","207000","160000","183000","244000","208000","213000","414000","344000","431000","1035000","","",
"Turkmenistan","TKM","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","233000","282000","332000","380000","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","125292600.899412","128668397.055464","130965953.545493","135049219.088819","137308046.836191","142004691.925374","135754875.443062","133102339.894644","127305056.434372","138679012.316759","145124920.038885","142663119.848406","141496729.278345","142505000","136672000","134206000","131390000","134737000","137445000","144459599.975586","154385000","165767000","175407000","173716175.278622","172906908.81459","",
"Timor-Leste","TLS","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14000","22000","36000","44000","40000","51000","58000","79000","60000","61599.9984741211","65599.9984741211","73900.0015258789","74599.9984741211","74800.0030517578","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18957495.0288562","19272934.2445343","19822441.4132473","20668300.7113395","23496203.2340585","25260352.3002132","25694834.6593876","29005200.3621059","30616213.371032","37481383.5819349","38825101.6571894","41847711.4872368","44317594.7955136","49987985.4245723","52881360.789382","62330979.5435562","49760591.1209119","52850865.7070947","51259297.8905517","51336211.4737697","46750239.0743993","42138717.6863368","49408200.5097574","59850935.7672056","66910597.2929825","",
"Tonga","TON","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33000","31000","29000","35000","44000","43000","38000","45000","51000","51000","60000","54000","65000","65000","74699.9969482422","65000","68400.0015258789","57200.0007629395","59700.0007629395","65800.0030517578","72599.9984741211","86699.9969482422","86599.9984741211","77300.0030517578","94000","",
"South Asia (IDA & IBRD)","TSA","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3820368.61865585","3943888.57945907","4180143.3984374","4309157.65744665","4559453.46019023","4872221.46745546","4547447.40165054","4386891.80115998","5049972.18619902","6174166.62667017","6488969.55964612","7363682.16668765","8167172.39277532","8455114.31219172","8156997.76664753","9181582.61771577","10516493.5656815","10889902.3445714","11772323.3109744","19050898.2784665","19383064.3456677","21438691.3878082","23053667.1488805","25882111.5392904","26260132.181425","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14235097.9721427","16095057.4018368","16679126.2125958","17804421.3682325","19167050.1577214","19460489.2166507","20392464.6964435","22025446.393598","22784830.137431","24546596.4977348","26204878.3176364","29578662.6015473","34451210.7891506","35516939.1806657","36477625.6661938","40085379.6175907","40255802.4546619","42687021.4336992","44195478.7833031","45956219.4458685","48394851.1606466","50612066.6461657","52268614.252671","56031020.8315172","55251253.9050801","",
"Trinidad and Tobago","TTO","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","282000","317000","360000","377000","421000","503000","468000","451000","474000","501000","529000","534000","531000","482000","534000","490000","491000","504000","467000","455000","519000","492000","465000","501000","480000","",
"Tunisia","TUN","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4120000","3885000","4263000","4718000","4832000","5058000","5387000","5064000","5114000","5998000","6378000","6550000","6762000","7050000","7797000","7828000","5746000","6999000","7352000","7163000","5359000","5724000","7052000","8299000","9429000","",
"Turkey","TUR","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7727000","8614000","9689000","9753000","7487000","10428000","11619000","13256000","14030000","17517000","21125000","19820000","27215000","31138000","31760000","32997000","36769000","37715000","39861000","41627000","41114000","30907000","37970000","46113000","51747000","",
"Tuvalu","TUV","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","899.999976158142","1000","1000","1000","1100.00002384186","1100.00002384186","1100.00002384186","1299.99995231628","1399.99997615814","1299.99995231628","1100.00002384186","1100.00002384186","1100.00002384186","1700.00004768372","1600.00002384186","1700.00004768372","1200.00004768372","1100.00002384186","1299.99995231628","1399.99997615814","2400.00009536743","2500","2500","2700.00004768372","","",
"Tanzania","TZA","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","295000","326000","360000","482000","627000","501000","525000","575000","576000","583000","613000","644000","719000","770000","714000","783000","868000","1077000","1096000","1140000","1137000","1284000","1327000","1506000","1527000","",
"Uganda","UGA","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","160000","174000","175000","195000","189000","193000","205000","254000","305000","512000","468000","539000","642000","844000","807000","946000","1151000","1197000","1206000","1266000","1303000","1323000","1402000","","","",
"Ukraine","UKR","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6127000","6750000","14743000","12003000","10990000","11691000","11877000","12793000","15161000","18583000","20489000","21714000","26162000","28827000","24033000","24114000","24535000","25061000","26025000","13227000","13025000","13734000","14579000","14342000","13710000","",
"Upper middle income","UMC","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","223161186.315546","236812238.960628","247646510.040506","255640106.757675","272057861.033958","296871596.417091","302168894.502984","317965840.762099","303730689.752598","346245296.210285","371510380.618617","379856353.849335","401775930.848599","410938978.033654","399694804.452496","415396950.292869","426346757.95474","437255965.624217","448647658.192462","458098176.587906","476878479.069247","490638709.487979","526020822.692844","547874463.034995","564311982.486026","",
"Uruguay","URY","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2177000","2258000","2463000","2324000","2273000","2236000","2136000","1354000","1508000","1871000","1917000","1824000","1815000","2255000","2303000","2708000","3244000","3155000","3242000","3195000","3286000","3632000","4219000","3954000","3480000","",
"United States","USA","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79732000","82756000","82525000","74767000","75796000","78343000","70975000","64434000","62082000","67606000","71484000","183178000","175299000","175703000","160508000","162275000","147271421.875","171629890.625","179309906.25","178311359.375","176864531.25","175261484.375","174291750","169324921.875","166009000","",
"Uzbekistan","UZB","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92000","173000","960000","811000","487000","302000","345000","332000","231000","262000","242000","560000","903000","1069000","1215000","975000","1393000","1895000","1969000","1862000","1918000","2027000","2690000","5346000","6749000","",
"St. Vincent and the Grenadines","VCT","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","218000","216000","200000","202000","223000","256000","254000","247000","242000","262000","256000","306000","328000","250000","271000","231000","208000","200000","200000","205000","207000","227000","303000","356000","392000","",
"Venezuela, RB","VEN","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","879000","960000","933000","813000","702000","602000","792000","590000","435000","618000","846000","883000","898000","702000","567000","535000","625000","1061000","1085000","967000","882000","681000","429000","","","",
"British Virgin Islands","VGB","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","219000","244000","244000","279000","284000","272000","296000","282000","278000","304000","337000","356000","358000","346000","309000","330000","338000","351000","366000","386000","393000","408000","335000","192000","302399.993896484","",
"Virgin Islands (U.S.)","VIR","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1741000","1779000","2128000","2139000","1964000","2396000","2497000","2337000","2395000","2620000","2602000","2571000","2606000","2435000","2245000","2531000","2686000","2640000","2702000","2814000","2643000","2574000","1954000","1922000","2074000","",
"Vietnam","VNM","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1351000","1607000","1716000","1520000","1782000","2140000","2330000","2628000","2429000","2928000","3477000","3583000","4229000","4236000","3747000","5050000","6014000","6848000","7572000","7874000","7944000","10013000","12922000","15498000","18009000","",
"Vanuatu","VUT","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82000","103000","81000","78000","96000","106000","106000","99000","102000","99000","126000","154000","167000","196600.006103516","225500","237699.996948242","248899.993896484","321000","357000","329000","287000","351000","333000","350000","256000","",
"World","WLD","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024978554.61803","1082485814.43709","1130316283.57473","1145611856.21512","1188191668.47848","1262413174.86424","1231351664.92076","1252354515.51719","1234392130.87333","1363541435.09212","1426061328.56677","1598479479.91697","1652012903.98428","1662875511.12681","1602438547.18461","1667618834.37627","1700643828.75364","1784601425.07924","1852336696.22037","1909106951.79165","1966289743.87647","2031531035.25654","2135215495.3282","2221458981.28986","2280131088.38613","",
"Samoa","WSM","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","116000","122000","122000","129000","130000","128000","135000","125000","132000","139000","146000","158000","172000","181000","",
"Kosovo","XKX","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1035000","1175000","1282000","1323000","1218000","398000","","","","","",
"South Africa","ZAF","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4684000","5186000","5170000","5898000","6026000","6001000","5908000","6550000","6640000","6815000","7518000","8509000","9208000","9729000","9532000","11303000","12097000","13069000","14318000","14530000","13952000","15121000","14975000","15004000","14797000","",
"Zambia","ZMB","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","163000","264000","341000","362000","404000","457000","492000","565000","413000","515000","669000","757000","897000","812000","710000","815000","920000","859000","915000","947000","932000","956000","1009000","1072000","1266000","",
"Zimbabwe","ZWE","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1416000","1597000","1336000","2090000","2250000","1967000","2217000","2041000","2256000","1854000","1559000","2287000","2506000","1956000","2017000","2239000","2423000","1794000","1833000","1880000","2057000","2168000","2423000","2580000","2294000","",
